geoid (zcta),days_above_90_today,days_above_90_30yrs,change_days_above_90,days_above_100_today,days_above_100_30yrs,change_days_above_100,heatbin_125_today,heatbin_125_30yrs
44010,22,38,16,2,7,5,0.022,0.039
44011,27,45,18,4,10,6,0.078,0.172
44012,24,42,18,3,9,6,0.078,0.172
44017,24,41,17,3,9,6,0.039,0.050
44021,23,39,16,3,8,5,0.017,0.033
44022,20,35,15,2,6,4,0.039,0.050
44023,22,38,16,3,8,5,0.017,0.033
44024,17,31,14,2,5,3,0.017,0.033
44026,17,31,14,1,5,4,0.017,0.033
44028,28,45,17,4,11,7,0.078,0.172
44030,16,29,13,1,4,3,0.022,0.039
44032,21,36,15,2,7,5,0.022,0.039
44035,33,51,18,6,14,8,0.078,0.172
44039,29,48,19,5,12,7,0.078,0.172
44040,20,36,16,2,7,5,0.039,0.050
44041,18,33,15,2,6,4,0.022,0.039
44044,30,49,19,5,13,8,0.078,0.172
44045,18,33,15,1,5,4,0.000,0.028
44046,21,36,15,2,7,5,0.017,0.033
44047,20,35,15,2,7,5,0.022,0.039
44048,19,34,15,2,6,4,0.022,0.039
44049,29,47,18,5,12,7,0.078,0.172
44050,31,49,18,5,13,8,0.078,0.172
44052,28,46,18,4,11,7,0.078,0.172
44053,27,45,18,4,11,7,0.078,0.172
44054,28,46,18,4,11,7,0.078,0.172
44055,30,49,19,5,12,7,0.078,0.172
44056,23,39,16,3,8,5,0.044,0.056
44057,19,33,14,2,6,4,0.000,0.028
44060,19,35,16,2,6,4,0.000,0.028
44062,25,42,17,4,9,5,0.017,0.033
44064,18,32,14,2,6,4,0.017,0.033
44065,21,36,15,2,7,5,0.017,0.033
44067,23,40,17,3,8,5,0.044,0.056
44070,22,39,17,3,8,5,0.039,0.050
44072,18,33,15,2,6,4,0.017,0.033
44074,31,49,18,5,13,8,0.078,0.172
44076,27,44,17,4,10,6,0.022,0.039
44077,21,37,16,2,7,5,0.000,0.028
44080,26,43,17,4,9,5,0.017,0.033
44081,20,36,16,2,7,5,0.000,0.028
44082,17,31,14,1,5,4,0.022,0.039
44084,22,38,16,2,8,6,0.022,0.039
44085,23,39,16,3,8,5,0.022,0.039
44086,18,32,14,2,5,3,0.017,0.033
44087,24,40,16,3,9,6,0.044,0.056
44089,24,41,17,4,10,6,0.039,0.117
44090,30,49,19,5,12,7,0.078,0.172
44092,22,38,16,2,7,5,0.000,0.028
44093,21,37,16,2,7,5,0.022,0.039
44094,21,36,15,2,7,5,0.000,0.028
44095,20,36,16,2,6,4,0.000,0.028
44099,26,42,16,4,10,6,0.022,0.039
44101,21,37,16,2,7,5,0.039,0.050
44102,22,38,16,2,7,5,0.039,0.050
44103,21,36,15,2,7,5,0.039,0.050
44104,22,38,16,2,7,5,0.039,0.050
44105,23,39,16,3,8,5,0.039,0.050
44106,22,37,15,2,7,5,0.039,0.050
44107,20,36,16,2,7,5,0.039,0.050
44108,19,35,16,2,6,4,0.039,0.050
44109,22,38,16,3,7,4,0.039,0.050
44110,20,35,15,2,6,4,0.039,0.050
44111,20,36,16,2,7,5,0.039,0.050
44112,20,36,16,2,6,4,0.039,0.050
44113,22,38,16,2,7,5,0.039,0.050
44114,21,36,15,2,7,5,0.039,0.050
44115,21,37,16,2,7,5,0.039,0.050
44116,20,36,16,2,7,5,0.039,0.050
44117,21,37,16,2,7,5,0.039,0.050
44118,21,37,16,2,7,5,0.039,0.050
44119,20,36,16,2,6,4,0.039,0.050
44120,22,38,16,3,7,4,0.039,0.050
44121,21,36,15,2,7,5,0.039,0.050
44122,20,35,15,2,7,5,0.039,0.050
44123,20,36,16,2,6,4,0.039,0.050
44124,20,36,16,2,6,4,0.039,0.050
44125,24,40,16,3,8,5,0.039,0.050
44126,21,37,16,2,7,5,0.039,0.050
44127,23,39,16,3,8,5,0.039,0.050
44128,22,38,16,2,7,5,0.039,0.050
44129,21,36,15,2,7,5,0.039,0.050
44130,22,38,16,3,8,5,0.039,0.050
44131,23,39,16,3,8,5,0.039,0.050
44132,21,37,16,2,7,5,0.039,0.050
44133,21,37,16,2,7,5,0.039,0.050
44134,20,36,16,2,7,5,0.039,0.050
44135,20,36,16,2,7,5,0.039,0.050
44136,24,41,17,3,9,6,0.039,0.050
44137,22,38,16,3,8,5,0.039,0.050
44138,26,43,17,4,10,6,0.039,0.050
44139,21,36,15,2,7,5,0.039,0.050
44140,21,37,16,2,7,5,0.039,0.050
44141,24,40,16,3,8,5,0.039,0.050
44142,22,38,16,3,8,5,0.039,0.050
44143,21,37,16,2,7,5,0.039,0.050
44144,22,38,16,3,7,4,0.039,0.050
44145,21,37,16,2,7,5,0.039,0.050
44146,20,36,16,2,7,5,0.039,0.050
44147,20,35,15,2,7,5,0.039,0.050
44149,25,42,17,3,9,6,0.039,0.050
44201,25,42,17,3,9,6,0.028,0.061
44202,23,40,17,3,9,6,0.028,0.061
44203,26,43,17,4,10,6,0.044,0.056
44212,26,43,17,4,10,6,0.094,0.172
44214,28,46,18,5,11,6,0.083,0.189
44215,29,47,18,5,12,7,0.094,0.172
44216,25,42,17,4,10,6,0.044,0.056
44217,28,46,18,5,11,6,0.083,0.189
44221,26,43,17,4,10,6,0.044,0.056
44223,26,44,18,4,11,7,0.044,0.056
44224,26,43,17,4,10,6,0.044,0.056
44230,26,43,17,4,10,6,0.083,0.189
44231,26,43,17,4,10,6,0.028,0.061
44233,25,42,17,4,9,5,0.094,0.172
44234,23,39,16,3,8,5,0.028,0.061
44235,28,46,18,5,11,6,0.094,0.172
44236,25,43,18,4,10,6,0.044,0.056
44240,25,42,17,3,9,6,0.028,0.061
44241,24,41,17,3,9,6,0.028,0.061
44243,25,42,17,3,9,6,0.028,0.061
44250,24,40,16,3,9,6,0.044,0.056
44251,29,47,18,5,12,7,0.094,0.172
44253,28,46,18,5,11,6,0.094,0.172
44254,29,47,18,5,12,7,0.094,0.172
44255,22,38,16,3,8,5,0.028,0.061
44256,28,46,18,4,11,7,0.094,0.172
44260,24,40,16,3,9,6,0.028,0.061
44262,25,42,17,4,10,6,0.044,0.056
44264,28,45,17,4,11,7,0.044,0.056
44265,24,41,17,3,9,6,0.028,0.061
44266,25,42,17,3,9,6,0.028,0.061
44270,28,46,18,4,11,7,0.083,0.189
44272,25,41,16,3,9,6,0.028,0.061
44273,29,47,18,5,12,7,0.094,0.172
44274,26,43,17,4,10,6,0.094,0.172
44275,29,48,19,5,12,7,0.094,0.172
44276,28,46,18,4,11,7,0.083,0.189
44278,24,41,17,3,9,6,0.044,0.056
44280,29,47,18,5,12,7,0.094,0.172
44281,26,43,17,4,10,6,0.094,0.172
44285,28,46,18,4,10,6,0.028,0.061
44286,26,43,17,4,10,6,0.044,0.056
44287,27,45,18,4,11,7,0.083,0.189
44288,27,44,17,4,10,6,0.028,0.061
44301,25,41,16,3,9,6,0.044,0.056
44302,26,43,17,4,10,6,0.044,0.056
44303,26,44,18,4,11,7,0.044,0.056
44304,25,42,17,4,10,6,0.044,0.056
44305,24,41,17,3,9,6,0.044,0.056
44306,24,41,17,3,9,6,0.044,0.056
44307,26,43,17,4,10,6,0.044,0.056
44308,25,42,17,4,10,6,0.044,0.056
44310,25,42,17,4,10,6,0.044,0.056
44311,25,41,16,3,9,6,0.044,0.056
44312,24,40,16,3,9,6,0.044,0.056
44313,27,44,17,4,11,7,0.044,0.056
44314,26,43,17,4,10,6,0.044,0.056
44319,25,41,16,3,9,6,0.044,0.056
44320,26,43,17,4,10,6,0.044,0.056
44321,27,44,17,4,10,6,0.044,0.056
44333,27,44,17,4,11,7,0.044,0.056
44401,26,43,17,3,9,6,0.028,0.067
44402,29,47,18,4,11,7,0.028,0.061
44403,27,45,18,4,10,6,0.028,0.061
44404,25,42,17,3,9,6,0.028,0.061
44405,26,43,17,3,9,6,0.028,0.067
44406,25,43,18,3,9,6,0.028,0.067
44408,23,40,17,3,8,5,0.017,0.067
44410,25,41,16,3,9,6,0.028,0.061
44411,27,45,18,4,10,6,0.028,0.061
44412,28,45,17,4,10,6,0.028,0.061
44413,26,44,18,3,9,6,0.017,0.067
44417,24,41,17,3,8,5,0.028,0.061
44418,25,41,16,3,8,5,0.028,0.061
44420,29,47,18,4,11,7,0.028,0.061
44423,27,45,18,4,10,6,0.017,0.067
44425,28,46,18,4,10,6,0.028,0.061
44427,27,45,18,4,10,6,0.017,0.067
44428,23,39,16,3,8,5,0.028,0.061
44429,29,47,18,4,11,7,0.028,0.067
44430,30,48,18,5,11,6,0.028,0.061
44431,24,42,18,3,8,5,0.017,0.067
44432,27,45,18,4,10,6,0.017,0.067
44436,26,43,17,3,9,6,0.028,0.067
44437,30,48,18,5,11,6,0.028,0.061
44438,31,49,18,5,12,7,0.028,0.061
44439,31,49,18,5,12,7,0.028,0.061
44440,28,46,18,4,10,6,0.028,0.061
44441,28,46,18,3,10,7,0.017,0.067
44442,24,41,17,3,8,5,0.028,0.067
44443,24,41,17,3,8,5,0.028,0.067
44444,30,48,18,4,11,7,0.028,0.061
44445,25,42,17,3,8,5,0.017,0.067
44446,30,48,18,5,11,6,0.028,0.061
44449,27,44,17,4,10,6,0.028,0.061
44450,29,46,17,4,11,7,0.028,0.061
44451,29,47,18,4,11,7,0.028,0.067
44452,25,42,17,3,8,5,0.028,0.067
44454,26,43,17,3,9,6,0.028,0.067
44455,26,44,18,3,9,6,0.017,0.067
44460,24,41,17,3,8,5,0.017,0.067
44470,30,48,18,4,11,7,0.028,0.061
44471,26,43,17,3,9,6,0.028,0.067
44473,24,41,17,3,8,5,0.028,0.061
44481,30,48,18,5,11,6,0.028,0.061
44483,30,48,18,5,11,6,0.028,0.061
44484,29,47,18,4,11,7,0.028,0.061
44485,31,49,18,5,12,7,0.028,0.061
44490,25,43,18,3,9,6,0.028,0.067
44491,29,48,19,4,11,7,0.028,0.061
44493,25,42,17,3,9,6,0.017,0.067
44502,28,46,18,4,10,6,0.028,0.067
44503,28,45,17,4,10,6,0.028,0.067
44504,31,49,18,5,12,7,0.028,0.067
44505,27,45,18,4,9,5,0.028,0.067
44506,29,47,18,4,11,7,0.028,0.067
44507,27,45,18,4,10,6,0.028,0.067
44509,29,47,18,4,11,7,0.028,0.067
44510,31,49,18,5,12,7,0.028,0.067
44511,28,45,17,4,10,6,0.028,0.067
44512,26,43,17,3,9,6,0.028,0.067
44514,25,42,17,3,8,5,0.028,0.067
44515,27,45,18,4,9,5,0.028,0.067
44601,26,43,17,4,9,5,0.028,0.067
44606,25,43,18,3,10,7,0.083,0.189
44607,28,47,19,4,10,6,0.017,0.078
44608,29,48,19,4,11,7,0.028,0.067
44609,26,43,17,3,9,6,0.028,0.067
44610,27,45,18,4,10,6,0.061,0.122
44611,27,45,18,4,10,6,0.061,0.122
44612,32,51,19,5,12,7,0.033,0.089
44613,28,46,18,4,10,6,0.028,0.067
44614,26,43,17,3,10,7,0.028,0.067
44615,29,48,19,4,11,7,0.017,0.078
44618,26,44,18,4,10,6,0.083,0.189
44620,31,49,18,5,12,7,0.017,0.078
44621,35,55,20,6,14,8,0.033,0.089
44622,34,53,19,5,14,9,0.033,0.089
44624,29,47,18,4,11,7,0.061,0.122
44625,27,44,17,4,9,5,0.017,0.067
44626,30,48,18,4,11,7,0.028,0.067
44627,26,44,18,4,10,6,0.083,0.189
44628,28,47,19,4,11,7,0.061,0.122
44629,33,52,19,5,13,8,0.033,0.089
44632,24,41,17,3,9,6,0.028,0.067
44633,29,48,19,4,11,7,0.061,0.122
44634,26,43,17,3,9,6,0.017,0.067
44637,30,49,19,4,11,7,0.061,0.122
44638,27,45,18,4,10,6,0.061,0.122
44640,27,44,17,4,10,6,0.028,0.067
44641,25,42,17,3,9,6,0.028,0.067
44643,31,50,19,5,12,7,0.028,0.067
44644,29,47,18,4,11,7,0.017,0.078
44645,27,44,17,4,10,6,0.083,0.189
44646,26,44,18,4,10,6,0.028,0.067
44647,27,45,18,4,10,6,0.028,0.067
44651,27,45,18,3,9,6,0.017,0.078
44652,25,42,17,3,9,6,0.028,0.067
44653,38,57,19,6,16,10,0.033,0.089
44654,29,47,18,4,11,7,0.061,0.122
44656,33,53,20,5,13,8,0.033,0.089
44657,28,46,18,4,10,6,0.028,0.067
44659,26,44,18,4,10,6,0.083,0.189
44661,26,43,17,4,10,6,0.061,0.122
44662,28,47,19,4,11,7,0.028,0.067
44663,35,54,19,5,14,9,0.033,0.089
44666,26,43,17,3,10,7,0.028,0.067
44667,26,44,18,4,10,6,0.083,0.189
44669,27,45,18,4,10,6,0.028,0.067
44670,27,45,18,4,10,6,0.028,0.067
44671,32,51,19,5,13,8,0.033,0.089
44672,27,45,18,4,10,6,0.028,0.067
44675,32,51,19,5,13,8,0.017,0.078
44676,28,46,18,4,11,7,0.083,0.189
44677,26,43,17,4,10,6,0.083,0.189
44678,33,52,19,5,14,9,0.033,0.089
44680,31,50,19,5,12,7,0.033,0.089
44681,29,48,19,4,11,7,0.033,0.089
44682,34,54,20,5,14,9,0.033,0.089
44683,35,55,20,5,14,9,0.033,0.089
44685,24,40,16,3,9,6,0.044,0.056
44687,29,47,18,4,11,7,0.061,0.122
44688,29,48,19,4,11,7,0.028,0.067
44689,29,47,18,4,11,7,0.061,0.122
44690,27,46,19,4,10,6,0.061,0.122
44691,26,44,18,4,10,6,0.083,0.189
44693,33,52,19,5,13,8,0.017,0.078
44695,32,51,19,5,12,7,0.017,0.078
44697,32,51,19,5,12,7,0.033,0.089
44699,32,52,20,4,12,8,0.017,0.078
44702,27,45,18,4,10,6,0.028,0.067
44703,27,45,18,4,10,6,0.028,0.067
44704,27,44,17,4,10,6,0.028,0.067
44705,26,44,18,4,10,6,0.028,0.067
44706,27,45,18,4,10,6,0.028,0.067
44707,27,45,18,4,10,6,0.028,0.067
44708,26,44,18,4,10,6,0.028,0.067
44709,26,43,17,4,10,6,0.028,0.067
44710,27,45,18,4,10,6,0.028,0.067
44714,26,44,18,4,10,6,0.028,0.067
44718,25,42,17,3,9,6,0.028,0.067
44720,25,42,17,3,9,6,0.028,0.067
44721,25,42,17,3,9,6,0.028,0.067
44730,27,44,17,4,10,6,0.028,0.067
44802,34,53,19,6,15,9,0.089,0.278
44804,33,52,19,6,14,8,0.100,0.306
44805,27,45,18,4,11,7,0.078,0.183
44807,31,49,18,6,13,7,0.089,0.278
44809,35,55,20,7,16,9,0.089,0.278
44811,28,45,17,4,11,7,0.072,0.233
44813,25,43,18,3,10,7,0.067,0.167
44814,23,41,18,4,10,6,0.039,0.117
44815,35,54,19,6,15,9,0.089,0.278
44816,27,45,18,4,11,7,0.039,0.117
44817,34,53,19,6,15,9,0.083,0.250
44818,32,50,18,6,14,8,0.089,0.278
44820,31,50,19,6,13,7,0.078,0.283
44822,26,44,18,4,10,6,0.067,0.167
44824,24,41,17,4,10,6,0.039,0.117
44825,31,49,18,6,13,7,0.078,0.283
44826,25,43,18,4,10,6,0.078,0.222
44827,26,44,18,4,11,7,0.078,0.283
44828,29,48,19,5,12,7,0.089,0.278
44830,34,53,19,6,15,9,0.089,0.278
44833,27,45,18,4,11,7,0.078,0.283
44836,34,52,18,6,14,8,0.089,0.278
44837,27,45,18,4,11,7,0.078,0.222
44838,24,42,18,3,9,6,0.078,0.183
44839,21,37,16,3,8,5,0.039,0.117
44840,27,45,18,4,10,6,0.078,0.183
44841,35,54,19,6,15,9,0.089,0.278
44842,27,45,18,4,10,6,0.078,0.183
44843,25,43,18,3,10,7,0.067,0.167
44844,35,55,20,7,16,9,0.067,0.317
44846,23,40,17,3,10,7,0.039,0.117
44847,27,45,18,4,11,7,0.078,0.222
44849,34,53,19,6,15,9,0.067,0.317
44850,30,48,18,5,13,8,0.078,0.222
44851,28,46,18,5,11,6,0.078,0.222
44853,34,53,19,7,15,8,0.089,0.278
44854,30,48,18,5,13,8,0.078,0.283
44855,29,47,18,5,12,7,0.078,0.222
44856,29,48,19,5,13,8,0.078,0.283
44857,25,42,17,4,10,6,0.078,0.222
44859,27,45,18,4,11,7,0.078,0.183
44861,35,53,18,6,15,9,0.089,0.278
44864,26,44,18,4,10,6,0.078,0.183
44865,28,46,18,5,12,7,0.078,0.222
44866,27,45,18,4,11,7,0.078,0.183
44867,32,51,19,6,14,8,0.089,0.278
44870,19,34,15,3,7,4,0.039,0.117
44874,28,46,18,5,11,6,0.078,0.183
44875,26,44,18,4,10,6,0.067,0.167
44878,27,45,18,4,11,7,0.067,0.167
44880,27,45,18,4,11,7,0.078,0.183
44881,30,48,18,5,13,8,0.078,0.283
44882,34,53,19,6,15,9,0.067,0.317
44883,36,55,19,7,16,9,0.089,0.278
44887,28,46,18,5,12,7,0.078,0.283
44889,27,45,18,4,11,7,0.078,0.222
44890,30,49,19,5,13,8,0.078,0.222
44902,24,41,17,3,9,6,0.067,0.167
44903,24,41,17,3,9,6,0.067,0.167
44904,24,42,18,3,9,6,0.067,0.167
44905,24,41,17,3,9,6,0.067,0.167
44906,23,40,17,3,9,6,0.067,0.167
44907,24,40,16,3,9,6,0.067,0.167
45001,54,75,21,13,26,13,0.256,0.733
45002,54,75,21,13,27,14,0.256,0.733
45003,43,64,21,8,20,12,0.206,0.578
45005,47,67,20,10,23,13,0.211,0.561
45011,57,78,21,15,30,15,0.294,0.806
45013,60,80,20,17,32,15,0.294,0.806
45014,58,79,21,15,31,16,0.294,0.806
45015,60,81,21,17,32,15,0.294,0.806
45030,57,78,21,15,30,15,0.256,0.733
45032,42,62,20,7,19,12,0.211,0.561
45033,55,76,21,13,28,15,0.256,0.733
45034,51,72,21,12,25,13,0.211,0.561
45036,47,68,21,10,23,13,0.211,0.561
45039,51,72,21,11,25,14,0.211,0.561
45040,51,72,21,12,25,13,0.211,0.561
45041,55,76,21,13,28,15,0.256,0.733
45042,51,72,21,12,26,14,0.294,0.806
45044,52,73,21,13,27,14,0.294,0.806
45050,51,72,21,12,26,14,0.294,0.806
45051,52,73,21,11,25,14,0.256,0.733
45052,54,75,21,13,27,14,0.256,0.733
45053,54,74,20,13,28,14,0.294,0.806
45054,45,66,21,9,21,12,0.211,0.561
45056,48,69,21,10,24,14,0.294,0.806
45062,59,80,21,16,32,16,0.294,0.806
45064,48,68,20,10,23,13,0.206,0.578
45065,50,71,21,11,25,14,0.211,0.561
45066,43,64,21,8,20,12,0.211,0.561
45067,55,76,21,14,29,15,0.294,0.806
45068,45,66,21,9,21,12,0.211,0.561
45069,53,74,21,13,27,14,0.294,0.806
45070,45,66,21,9,22,13,0.206,0.578
45101,54,75,21,11,25,14,0.089,0.333
45102,51,72,21,11,24,13,0.161,0.517
45103,49,71,22,10,23,13,0.161,0.517
45106,49,70,21,10,23,13,0.161,0.517
45107,44,65,21,8,20,12,0.106,0.356
45111,53,75,22,12,26,14,0.256,0.733
45112,54,75,21,12,25,13,0.161,0.517
45113,44,65,21,8,20,12,0.106,0.356
45115,47,69,22,9,21,12,0.089,0.333
45118,44,65,21,8,20,12,0.089,0.333
45120,51,72,21,10,24,14,0.161,0.517
45121,47,68,21,9,21,12,0.089,0.333
45122,47,68,21,9,22,13,0.161,0.517
45123,42,63,21,7,18,11,0.072,0.256
45130,47,68,21,9,21,12,0.089,0.333
45131,53,74,21,11,25,14,0.089,0.333
45132,38,58,20,6,16,10,0.072,0.256
45133,40,61,21,6,17,11,0.072,0.256
45135,40,60,20,7,17,10,0.072,0.256
45140,50,72,22,11,25,14,0.161,0.517
45142,40,60,20,7,17,10,0.072,0.256
45144,52,74,22,10,23,13,0.050,0.167
45145,45,66,21,8,20,12,,
45146,39,60,21,7,17,10,0.106,0.356
45147,53,75,22,12,26,14,0.161,0.517
45148,42,63,21,8,19,11,0.106,0.356
45150,51,72,21,11,25,14,0.161,0.517
45152,48,69,21,10,23,13,0.211,0.561
45153,52,73,21,11,25,14,0.161,0.517
45154,45,66,21,9,20,11,0.089,0.333
45155,43,63,20,7,18,11,0.072,0.256
45156,53,74,21,11,25,14,0.161,0.517
45157,53,74,21,12,26,14,0.161,0.517
45158,46,67,21,9,21,12,0.161,0.517
45159,37,58,21,6,16,10,0.106,0.356
45160,47,68,21,9,22,13,0.161,0.517
45162,46,67,21,9,21,12,0.211,0.561
45164,39,60,21,7,18,11,0.106,0.356
45166,38,59,21,6,17,11,0.106,0.356
45167,52,74,22,11,24,13,0.089,0.333
45168,46,67,21,8,20,12,0.089,0.333
45169,39,59,20,7,17,10,0.106,0.356
45171,43,64,21,7,18,11,0.089,0.333
45172,45,66,21,8,19,11,0.072,0.256
45174,55,76,21,13,28,15,0.256,0.733
45176,47,68,21,9,21,12,0.161,0.517
45177,39,60,21,7,18,11,0.106,0.356
45202,56,78,22,14,29,15,0.256,0.733
45203,56,77,21,14,29,15,0.256,0.733
45204,55,77,22,14,28,14,0.256,0.733
45205,56,77,21,14,28,14,0.256,0.733
45206,57,78,21,14,29,15,0.256,0.733
45207,57,78,21,15,29,14,0.256,0.733
45208,57,78,21,15,30,15,0.256,0.733
45209,56,78,22,14,29,15,0.256,0.733
45211,55,77,22,13,28,15,0.256,0.733
45212,56,78,22,14,29,15,0.256,0.733
45213,56,77,21,14,29,15,0.256,0.733
45214,57,79,22,15,30,15,0.256,0.733
45215,56,77,21,14,28,14,0.256,0.733
45216,57,78,21,14,29,15,0.256,0.733
45217,57,78,21,14,29,15,0.256,0.733
45218,57,78,21,14,29,15,0.256,0.733
45219,57,78,21,15,30,15,0.256,0.733
45220,57,79,22,15,30,15,0.256,0.733
45223,58,80,22,15,31,16,0.256,0.733
45224,58,79,21,15,30,15,0.256,0.733
45225,57,79,22,15,30,15,0.256,0.733
45226,57,78,21,15,29,14,0.256,0.733
45227,55,77,22,14,28,14,0.256,0.733
45229,57,78,21,14,29,15,0.256,0.733
45230,54,76,22,13,27,14,0.256,0.733
45231,57,78,21,14,29,15,0.256,0.733
45232,57,79,22,15,30,15,0.256,0.733
45233,53,74,21,12,26,14,0.256,0.733
45236,54,75,21,13,27,14,0.256,0.733
45237,56,77,21,14,29,15,0.256,0.733
45238,54,75,21,12,26,14,0.256,0.733
45239,57,78,21,14,29,15,0.256,0.733
45240,57,78,21,15,30,15,0.256,0.733
45241,53,74,21,12,26,14,0.256,0.733
45242,53,74,21,12,26,14,0.256,0.733
45243,55,76,21,13,28,15,0.256,0.733
45244,52,74,22,12,26,14,0.161,0.517
45245,52,73,21,12,25,13,0.161,0.517
45246,57,78,21,15,30,15,0.256,0.733
45247,56,77,21,14,28,14,0.256,0.733
45248,54,75,21,12,27,15,0.256,0.733
45249,53,74,21,12,26,14,0.256,0.733
45251,56,77,21,14,29,15,0.256,0.733
45252,56,77,21,14,29,15,0.256,0.733
45255,53,74,21,12,26,14,0.256,0.733
45301,50,71,21,12,25,13,0.167,0.478
45302,35,55,20,6,16,10,0.144,0.439
45303,37,56,19,7,17,10,0.178,0.456
45304,36,56,20,6,16,10,0.178,0.456
45305,45,66,21,9,22,13,0.167,0.478
45306,36,55,19,6,16,10,0.144,0.439
45307,39,59,20,7,17,10,0.167,0.478
45308,38,57,19,7,17,10,0.178,0.456
45309,41,61,20,7,19,12,0.211,0.572
45310,37,57,20,7,17,10,0.156,0.483
45311,43,64,21,8,20,12,0.206,0.578
45312,37,57,20,7,17,10,0.150,0.500
45314,40,60,20,7,18,11,0.167,0.478
45315,43,63,20,8,20,12,0.211,0.572
45316,40,61,21,8,19,11,0.167,0.478
45317,33,52,19,6,15,9,0.122,0.417
45318,39,59,20,7,18,11,0.150,0.500
45319,41,61,20,8,19,11,0.156,0.472
45320,40,60,20,7,18,11,0.206,0.578
45321,35,55,20,6,16,10,0.206,0.578
45322,42,63,21,8,20,12,0.211,0.572
45323,42,62,20,8,20,12,0.156,0.472
45324,46,67,21,10,22,12,0.167,0.478
45325,47,68,21,10,23,13,0.211,0.572
45326,36,55,19,6,16,10,0.150,0.500
45327,49,69,20,11,24,13,0.211,0.572
45328,37,57,20,7,17,10,0.178,0.456
45330,44,64,20,9,21,12,0.206,0.578
45331,35,55,20,6,16,10,0.178,0.456
45332,33,53,20,5,15,10,0.178,0.456
45333,37,56,19,7,17,10,0.144,0.439
45334,35,55,20,6,16,10,0.144,0.439
45335,39,59,20,7,17,10,0.167,0.478
45336,36,55,19,7,17,10,0.144,0.439
45337,38,58,20,7,17,10,0.150,0.500
45338,40,60,20,7,18,11,0.206,0.578
45339,41,61,20,8,19,11,0.150,0.500
45340,35,54,19,6,16,10,0.144,0.439
45341,44,65,21,9,21,12,0.156,0.472
45342,43,63,20,8,20,12,0.211,0.572
45344,42,61,19,8,20,12,0.156,0.472
45345,45,66,21,9,22,13,0.211,0.572
45346,34,54,20,6,15,9,0.178,0.456
45347,35,55,20,6,15,9,0.206,0.578
45348,37,57,20,7,17,10,0.178,0.456
45349,34,54,20,6,16,10,0.156,0.472
45350,37,57,20,7,17,10,0.178,0.456
45351,37,57,20,7,17,10,0.178,0.456
45352,34,54,20,6,16,10,0.178,0.456
45353,35,54,19,6,16,10,0.144,0.439
45354,38,58,20,7,18,11,0.211,0.572
45356,40,60,20,8,19,11,0.150,0.500
45358,37,56,19,6,17,11,0.178,0.456
45359,40,60,20,8,19,11,0.150,0.500
45360,35,54,19,6,16,10,0.144,0.439
45361,38,58,20,7,17,10,0.150,0.500
45362,37,57,20,7,17,10,0.178,0.456
45363,37,57,20,7,17,10,0.144,0.439
45365,36,56,20,7,17,10,0.144,0.439
45368,37,57,20,6,17,11,0.156,0.472
45369,37,57,20,6,17,11,0.156,0.472
45370,45,66,21,9,21,12,0.167,0.478
45371,41,61,20,8,19,11,0.150,0.500
45372,38,58,20,7,18,11,0.156,0.472
45373,42,62,20,9,20,11,0.150,0.500
45377,43,63,20,8,20,12,0.211,0.572
45378,37,57,20,6,17,11,0.206,0.578
45380,37,57,20,7,17,10,0.178,0.456
45381,44,64,20,9,21,12,0.206,0.578
45382,37,57,20,6,16,10,0.206,0.578
45383,41,61,20,8,19,11,0.150,0.500
45384,40,61,21,7,18,11,0.167,0.478
45385,43,63,20,8,20,12,0.167,0.478
45387,44,65,21,9,21,12,0.167,0.478
45388,37,57,20,7,17,10,0.178,0.456
45389,35,54,19,6,16,10,0.122,0.417
45390,35,55,20,6,16,10,0.178,0.456
45402,52,72,20,12,26,14,0.211,0.572
45403,48,68,20,10,23,13,0.211,0.572
45404,51,71,20,12,26,14,0.211,0.572
45405,53,74,21,13,27,14,0.211,0.572
45406,51,71,20,12,26,14,0.211,0.572
45409,47,67,20,10,23,13,0.211,0.572
45410,48,68,20,10,23,13,0.211,0.572
45414,50,70,20,11,25,14,0.211,0.572
45415,46,66,20,10,22,12,0.211,0.572
45416,50,70,20,11,25,14,0.211,0.572
45417,51,71,20,12,26,14,0.211,0.572
45418,52,72,20,12,26,14,,
45419,44,65,21,9,21,12,0.211,0.572
45420,45,66,21,9,22,13,0.211,0.572
45424,45,65,20,9,21,12,0.211,0.572
