geoid (zcta),days_above_90_today,days_above_90_30yrs,change_days_above_90,days_above_100_today,days_above_100_30yrs,change_days_above_100,heatbin_125_today,heatbin_125_30yrs
77306,141,158,17,74,100,26,0.211,0.850
77316,142,159,17,76,101,25,0.211,0.850
77318,139,156,17,73,99,26,0.211,0.850
77320,134,151,17,66,93,27,0.183,1.028
77326,140,157,17,75,100,25,0.317,1.233
77327,141,158,17,76,101,25,0.383,1.461
77328,137,154,17,69,96,27,0.211,0.850
77331,135,153,18,70,95,25,0.200,1.106
77334,133,150,17,66,93,27,0.183,1.028
77335,138,155,17,73,98,25,0.317,1.233
77336,144,160,16,78,104,26,0.356,1.078
77338,145,161,16,75,102,27,0.356,1.078
77339,144,161,17,74,102,28,0.356,1.078
77340,134,151,17,65,93,28,0.183,1.028
77345,144,161,17,75,102,27,0.356,1.078
77346,145,161,16,76,104,28,0.356,1.078
77350,134,151,17,71,96,25,0.317,1.233
77351,136,153,17,72,97,25,0.317,1.233
77354,143,159,16,76,102,26,0.211,0.850
77355,142,159,17,75,101,26,0.211,0.850
77356,140,157,17,73,99,26,0.211,0.850
77357,143,159,16,75,102,27,0.211,0.850
77358,135,152,17,69,95,26,0.183,1.028
77359,134,151,17,67,94,27,0.200,1.106
77360,136,153,17,71,96,25,0.317,1.233
77362,142,159,17,74,101,27,0.211,0.850
77363,140,157,17,73,99,26,0.228,0.961
77364,135,153,18,70,96,26,0.200,1.106
77365,144,160,16,75,102,27,0.211,0.850
77367,135,152,17,68,95,27,0.183,1.028
77368,141,158,17,75,101,26,0.383,1.461
77369,140,157,17,77,101,24,0.383,1.461
77371,138,155,17,71,98,27,0.200,1.106
77372,140,157,17,73,100,27,0.211,0.850
77373,145,162,17,75,103,28,0.356,1.078
77374,140,157,17,78,102,24,0.278,1.211
77375,142,159,17,72,99,27,0.356,1.078
77376,140,157,17,77,102,25,0.278,1.211
77377,142,159,17,72,99,27,0.356,1.078
77378,139,156,17,73,98,25,0.211,0.850
77379,142,159,17,72,100,28,0.356,1.078
77380,143,160,17,74,101,27,0.211,0.850
77381,143,160,17,76,102,26,0.211,0.850
77382,143,159,16,77,102,25,0.211,0.850
77384,143,160,17,78,103,25,0.211,0.850
77385,143,160,17,76,102,26,0.211,0.850
77386,144,161,17,75,102,27,0.211,0.850
77388,144,160,16,74,101,27,0.356,1.078
77389,143,159,16,73,100,27,0.356,1.078
77396,144,161,17,74,102,28,0.356,1.078
77401,140,157,17,66,95,29,0.356,1.078
77406,146,164,18,73,102,29,0.267,0.717
77407,146,163,17,72,101,29,0.267,0.717
77412,153,169,16,82,108,26,0.339,1.122
77414,148,163,15,86,109,23,0.772,4.000
77415,148,162,14,89,112,23,0.772,4.000
77417,148,165,17,73,102,29,0.267,0.717
77418,146,162,16,75,102,27,0.356,1.139
77419,146,163,17,68,98,30,0.772,4.000
77420,147,164,17,72,100,28,0.283,0.911
77422,148,162,14,92,113,21,0.928,4.678
77423,148,165,17,77,105,28,0.311,0.800
77426,143,160,17,74,101,27,0.244,0.717
77428,145,161,16,69,100,31,0.772,4.000
77429,143,160,17,72,100,28,0.356,1.078
77430,147,163,16,72,101,29,0.928,4.678
77432,149,166,17,69,99,30,0.283,0.911
77433,144,161,17,73,101,28,0.356,1.078
77434,153,169,16,81,108,27,0.339,1.122
77435,150,167,17,76,104,28,0.283,0.911
77436,152,168,16,76,105,29,0.283,0.911
77437,152,168,16,73,103,30,0.283,0.911
77440,144,161,17,66,96,30,0.772,4.000
77441,148,165,17,76,104,28,0.267,0.717
77442,152,169,17,77,105,28,0.339,1.122
77443,151,167,16,75,104,29,0.283,0.911
77444,147,163,16,72,101,29,0.267,0.717
77445,142,159,17,73,100,27,0.311,0.800
77446,142,159,17,75,101,26,0.311,0.800
77447,143,159,16,74,101,27,0.356,1.078
77448,149,166,17,73,102,29,0.283,0.911
77449,146,162,16,73,102,29,0.356,1.078
77450,146,163,17,73,101,28,0.356,1.078
77451,149,165,16,73,102,29,0.267,0.717
77453,148,164,16,72,100,28,0.283,0.911
77454,152,168,16,80,107,27,0.283,0.911
77455,151,168,17,72,102,30,0.283,0.911
77456,146,163,17,68,97,29,0.772,4.000
77457,149,163,14,91,114,23,0.772,4.000
77458,146,163,17,68,97,29,0.772,4.000
77459,148,164,16,75,104,29,0.267,0.717
77460,152,168,16,76,104,28,0.339,1.122
77461,148,164,16,73,102,29,0.267,0.717
77464,149,165,16,74,103,29,0.267,0.717
77465,144,161,17,63,95,32,0.772,4.000
77466,149,165,16,79,106,27,0.311,0.800
77467,151,167,16,74,103,29,0.283,0.911
77468,147,163,16,72,101,29,0.772,4.000
77469,148,165,17,75,104,29,0.267,0.717
77470,152,168,16,79,105,26,0.339,1.122
77471,148,165,17,74,103,29,0.267,0.717
77473,149,166,17,79,106,27,0.356,1.139
77474,150,166,16,80,107,27,0.356,1.139
77475,152,168,16,77,104,27,0.339,1.122
77476,149,166,17,77,105,28,0.267,0.717
77477,146,163,17,73,102,29,0.267,0.717
77478,146,163,17,74,102,28,0.267,0.717
77479,148,165,17,76,104,28,0.267,0.717
77480,144,160,16,73,101,28,0.928,4.678
77481,149,166,17,77,106,29,0.267,0.717
77482,145,161,16,66,96,30,0.772,4.000
77483,151,165,14,93,115,22,0.772,4.000
77484,143,159,16,75,101,26,0.311,0.800
77485,150,167,17,78,106,28,0.356,1.139
77486,144,161,17,72,100,28,0.928,4.678
77488,149,166,17,73,102,29,0.283,0.911
77489,146,163,17,74,102,28,0.267,0.717
77493,147,163,16,75,103,28,0.356,1.078
77494,146,163,17,74,102,28,0.267,0.717
77498,145,163,18,72,101,29,0.267,0.717
77502,141,158,17,66,96,30,0.356,1.078
77503,139,157,18,64,95,31,0.356,1.078
77504,140,157,17,65,95,30,0.356,1.078
77505,137,155,18,60,91,31,0.356,1.078
77506,141,159,18,66,97,31,0.356,1.078
77507,136,154,18,58,90,32,0.356,1.078
77510,141,157,16,77,104,27,0.244,0.883
77511,137,155,18,60,92,32,0.928,4.678
77514,140,154,14,80,105,25,0.344,1.539
77515,144,160,16,76,104,28,0.928,4.678
77517,139,155,16,69,98,29,0.244,0.883
77518,139,153,14,75,101,26,0.244,0.883
77519,141,157,16,77,102,25,0.278,1.211
77520,140,156,16,70,98,28,0.356,1.078
77521,141,157,16,74,101,27,0.356,1.078
77523,143,158,15,77,104,27,0.344,1.539
77530,139,157,18,65,95,30,0.356,1.078
77531,151,165,14,102,121,19,0.928,4.678
77532,143,160,17,75,102,27,0.356,1.078
77533,145,160,15,82,106,24,0.383,1.461
77534,150,165,15,93,116,23,0.928,4.678
77535,146,161,15,82,107,25,0.383,1.461
77536,137,155,18,61,92,31,0.356,1.078
77538,145,161,16,81,106,25,0.383,1.461
77539,137,153,16,66,95,29,0.244,0.883
77541,146,159,13,97,115,18,0.928,4.678
77545,146,163,17,73,102,29,0.267,0.717
77546,133,152,19,51,84,33,0.244,0.883
77547,144,161,17,70,100,30,0.356,1.078
77550,125,140,15,53,83,30,0.244,0.883
77551,125,140,15,53,84,31,0.244,0.883
77554,126,140,14,54,84,30,0.244,0.883
77560,140,156,16,73,100,27,0.344,1.539
77561,144,160,16,82,106,24,0.383,1.461
77562,139,157,18,68,97,29,0.356,1.078
77563,136,150,14,72,99,27,0.244,0.883
77564,142,159,17,79,104,25,0.383,1.461
77565,139,156,17,67,97,30,0.244,0.883
77566,150,164,14,97,118,21,0.928,4.678
77568,137,152,15,76,102,26,0.244,0.883
77571,136,154,18,59,90,31,0.356,1.078
77573,136,153,17,59,91,32,0.244,0.883
77575,146,162,16,84,108,24,0.383,1.461
77577,148,164,16,88,112,24,0.928,4.678
77578,141,158,17,64,95,31,0.928,4.678
77580,142,158,16,76,102,26,0.344,1.539
77581,138,156,18,59,90,31,0.928,4.678
77583,143,161,18,68,98,30,0.928,4.678
77584,141,158,17,65,95,30,0.928,4.678
77585,140,157,17,75,101,26,0.278,1.211
77586,136,153,17,60,91,31,0.356,1.078
77587,141,159,18,66,96,30,0.356,1.078
77590,132,147,15,66,94,28,0.244,0.883
77591,139,154,15,80,105,25,0.244,0.883
77597,143,158,15,78,105,27,0.344,1.539
77598,132,151,19,49,83,34,0.356,1.078
77611,135,152,17,63,93,30,0.150,0.600
77612,141,158,17,78,103,25,0.400,1.528
77613,141,157,16,73,100,27,0.189,0.667
77614,132,149,17,60,89,29,0.367,1.483
77615,140,157,17,75,101,26,0.400,1.528
77616,141,158,17,76,102,26,0.372,1.378
77617,126,140,14,61,88,27,,
77619,138,155,17,67,96,29,0.189,0.667
77622,140,156,16,71,98,27,0.189,0.667
77623,131,144,13,71,96,25,0.244,0.883
77624,137,154,17,73,99,26,0.372,1.378
77625,141,157,16,76,102,26,0.278,1.211
77627,138,154,16,66,95,29,0.189,0.667
77629,141,157,16,74,100,26,0.189,0.667
77630,133,150,17,60,89,29,0.150,0.600
77632,131,149,18,58,88,30,0.150,0.600
77640,138,153,15,67,96,29,0.189,0.667
77642,138,154,16,67,96,29,0.189,0.667
77650,125,139,14,54,84,30,0.244,0.883
77651,138,154,16,67,95,28,0.189,0.667
77655,134,148,14,67,94,27,0.189,0.667
77656,140,157,17,76,102,26,0.278,1.211
77657,139,156,17,74,100,26,0.278,1.211
77659,141,157,16,74,101,27,0.278,1.211
77660,140,156,16,75,101,26,0.372,1.378
77661,139,154,15,71,98,27,0.344,1.539
77662,135,152,17,65,93,28,0.150,0.600
77663,141,158,17,78,102,24,0.278,1.211
77664,140,157,17,76,101,25,0.372,1.378
77665,140,156,16,72,99,27,0.344,1.539
77701,136,153,17,66,94,28,0.189,0.667
77702,137,153,16,67,95,28,0.189,0.667
77703,137,153,16,68,95,27,0.189,0.667
77705,138,155,17,66,95,29,0.189,0.667
77706,138,155,17,69,96,27,0.189,0.667
77707,138,155,17,69,97,28,0.189,0.667
77708,138,155,17,70,97,27,0.189,0.667
77713,140,156,16,72,99,27,0.189,0.667
77801,137,154,17,66,94,28,0.228,0.783
77802,137,154,17,68,95,27,0.228,0.783
77803,137,154,17,67,94,27,0.228,0.783
77807,137,154,17,67,95,28,0.228,0.783
77808,137,154,17,68,96,28,0.228,0.783
77830,137,154,17,69,96,27,0.228,0.961
77831,137,154,17,70,96,26,0.228,0.961
77833,143,159,16,75,101,26,0.244,0.717
77835,140,157,17,71,97,26,0.244,0.717
77836,136,153,17,66,93,27,0.133,0.522
77837,135,152,17,66,93,27,0.161,0.828
77840,138,155,17,68,95,27,0.228,0.783
77845,138,155,17,69,96,27,0.228,0.783
77853,136,153,17,64,91,27,0.178,0.511
77856,133,150,17,65,92,27,0.161,0.828
77857,136,154,18,68,94,26,0.156,0.561
77859,136,153,17,68,95,27,0.161,0.828
77861,138,155,17,70,97,27,0.228,0.961
77864,140,157,17,75,101,26,0.278,1.183
77867,137,154,17,69,96,27,0.161,0.828
77868,139,156,17,72,98,26,0.228,0.961
77871,137,154,17,71,97,26,0.256,1.317
77872,138,155,17,71,98,27,0.278,1.183
77873,136,153,17,68,95,27,0.228,0.961
77876,136,153,17,67,95,28,0.228,0.961
77878,138,156,18,68,95,27,0.133,0.522
77879,137,154,17,69,95,26,0.133,0.522
77880,140,157,17,72,98,26,0.244,0.717
77901,155,171,16,83,109,26,0.239,0.728
77904,154,170,16,81,108,27,0.239,0.728
77905,157,172,15,83,109,26,0.239,0.728
77950,147,161,14,82,106,24,0.117,0.422
77951,154,171,17,83,109,26,0.239,0.728
77954,157,173,16,84,109,25,0.250,0.728
77957,152,168,16,77,104,27,0.228,0.622
77960,161,177,16,84,111,27,0.156,0.450
77961,147,164,17,70,100,30,0.228,0.622
77962,151,168,17,75,103,28,0.228,0.622
77963,162,178,16,84,110,26,0.156,0.450
77964,150,166,16,75,102,27,0.239,0.639
77968,153,169,16,79,106,27,0.239,0.728
77969,153,170,17,80,107,27,0.228,0.622
77970,149,166,17,74,102,28,0.228,0.622
77971,150,167,17,75,103,28,0.228,0.622
77973,156,172,16,85,111,26,0.239,0.728
77974,158,174,16,83,109,26,0.239,0.728
77975,143,160,17,66,93,27,0.239,0.639
77976,156,172,16,84,109,25,0.239,0.728
77977,154,171,17,81,108,27,0.239,0.728
77978,148,165,17,71,101,30,0.117,0.494
77979,147,164,17,70,100,30,0.117,0.494
77982,145,160,15,76,104,28,0.117,0.494
77983,147,163,16,75,104,29,0.117,0.494
77984,146,162,16,69,96,27,0.239,0.639
77987,149,166,17,75,101,26,0.239,0.639
77988,155,171,16,83,109,26,0.239,0.728
77990,148,164,16,73,102,29,0.117,0.422
77991,151,168,17,76,104,28,0.228,0.622
77993,157,173,16,80,106,26,0.156,0.450
77994,151,167,16,75,100,25,0.250,0.728
77995,151,167,16,76,103,27,0.239,0.639
78001,168,183,15,97,118,21,0.139,0.328
78002,150,166,16,72,98,26,0.067,0.156
78003,125,143,18,42,69,27,0.022,0.056
78004,124,142,18,45,72,27,0.044,0.078
78005,157,173,16,79,104,25,0.206,0.194
78006,117,136,19,34,60,26,0.044,0.078
78007,166,181,15,96,118,22,0.122,0.328
78008,161,176,15,86,110,24,0.128,0.256
78009,145,161,16,64,91,27,0.156,0.156
78010,110,129,19,24,48,24,0.044,0.078
78011,161,177,16,84,108,24,0.128,0.256
78012,166,181,15,93,115,22,0.128,0.256
78013,111,130,19,26,50,24,0.044,0.078
78014,166,181,15,94,115,21,0.139,0.328
78015,122,141,19,40,67,27,0.067,0.156
78016,151,167,16,73,99,26,0.156,0.156
78017,160,175,15,87,109,22,0.206,0.194
78019,169,183,14,97,118,21,0.139,0.328
78021,167,182,15,94,116,22,0.139,0.328
78022,164,180,16,93,116,23,0.167,0.539
78023,132,149,17,51,78,27,0.067,0.156
78024,101,121,20,14,35,21,0.044,0.078
78025,102,122,20,17,39,22,0.044,0.078
78026,162,177,15,88,111,23,0.128,0.256
78027,120,138,18,41,67,26,0.044,0.078
78028,104,124,20,19,42,23,0.044,0.078
78029,101,122,21,15,36,21,0.044,0.078
78039,147,164,17,67,94,27,0.156,0.156
78040,172,187,15,97,118,21,0.211,0.328
78041,171,185,14,95,116,21,0.211,0.328
78043,169,184,15,94,115,21,0.211,0.328
78044,166,181,15,92,113,21,0.211,0.328
78045,170,185,15,94,115,21,0.211,0.328
78046,170,185,15,95,115,20,0.211,0.328
78050,157,172,15,83,106,23,0.128,0.256
78052,149,166,17,70,96,26,0.128,0.256
78055,112,131,19,25,50,25,0.022,0.056
78056,130,147,17,47,75,28,0.156,0.156
78057,155,170,15,79,103,24,0.206,0.194
78058,101,122,21,14,35,21,0.044,0.078
78059,149,166,17,69,95,26,0.156,0.156
78060,167,182,15,97,120,23,0.167,0.539
78061,158,174,16,84,107,23,0.206,0.194
78063,125,143,18,42,69,27,0.022,0.056
78064,162,177,15,90,112,22,0.128,0.256
78065,153,169,16,78,102,24,0.128,0.256
78066,140,157,17,60,87,27,0.156,0.156
78067,179,193,14,104,125,21,0.133,0.400
78069,148,165,17,70,96,26,0.128,0.256
78070,126,143,17,48,74,26,0.078,0.172
78071,166,181,15,96,119,23,0.167,0.539
78072,167,182,15,94,117,23,0.122,0.328
78073,148,164,16,71,96,25,0.067,0.156
78075,164,179,15,92,115,23,0.167,0.539
78076,184,197,13,110,131,21,0.133,0.400
78101,145,161,16,68,94,26,0.067,0.156
78102,157,173,16,79,105,26,0.089,0.256
78104,153,169,16,73,99,26,0.089,0.256
78107,157,173,16,78,104,26,0.156,0.450
78108,138,155,17,60,86,26,0.072,0.183
78109,141,158,17,64,90,26,0.067,0.156
78112,150,166,16,74,99,25,0.067,0.156
78113,155,171,16,79,103,24,0.139,0.372
78114,151,167,16,76,100,24,0.139,0.372
78116,149,165,16,71,97,26,0.139,0.372
78117,154,169,15,77,102,25,0.139,0.372
78118,153,169,16,76,101,25,0.139,0.372
78119,155,171,16,79,103,24,0.139,0.372
78121,145,161,16,69,94,25,0.139,0.372
78122,143,160,17,65,92,27,0.100,0.250
78123,140,156,16,63,89,26,0.072,0.183
78124,140,156,16,63,89,26,0.072,0.183
78125,156,172,16,80,104,24,0.089,0.256
78130,138,154,16,61,87,26,0.078,0.172
78132,132,149,17,55,81,26,0.078,0.172
78133,126,143,17,48,74,26,0.078,0.172
78140,146,162,16,67,93,26,0.100,0.250
78141,153,169,16,75,100,25,0.250,0.728
78142,154,170,16,74,100,26,0.089,0.256
78143,146,162,16,68,93,25,0.139,0.372
78144,154,170,16,79,103,24,0.139,0.372
78145,156,171,15,80,104,24,0.089,0.256
78146,154,170,16,76,101,25,0.089,0.256
78147,153,169,16,78,101,23,0.139,0.372
78148,139,156,17,62,88,26,0.067,0.156
78151,155,171,16,78,103,25,0.139,0.372
78152,145,161,16,69,94,25,0.067,0.156
78154,139,156,17,62,88,26,0.072,0.183
78155,140,156,16,63,89,26,0.072,0.183
78159,148,165,17,71,97,26,0.100,0.250
78160,145,162,17,68,94,26,0.139,0.372
78161,147,163,16,71,96,25,0.139,0.372
78162,153,170,17,74,100,26,0.089,0.256
78163,126,144,18,47,73,26,0.078,0.172
78164,153,169,16,76,101,25,0.250,0.728
78201,142,159,17,66,91,25,0.067,0.156
78202,143,160,17,67,92,25,0.067,0.156
78203,143,160,17,67,92,25,0.067,0.156
78204,145,161,16,68,94,26,0.067,0.156
78205,144,160,16,67,93,26,0.067,0.156
78207,144,161,17,68,94,26,0.067,0.156
78208,143,160,17,67,92,25,0.067,0.156
78209,141,158,17,64,90,26,0.067,0.156
78210,144,161,17,68,93,25,0.067,0.156
78211,146,162,16,70,95,25,0.067,0.156
78212,142,159,17,66,91,25,0.067,0.156
78213,139,156,17,62,88,26,0.067,0.156
78214,146,163,17,70,95,25,0.067,0.156
78215,143,160,17,67,92,25,0.067,0.156
78216,139,156,17,61,87,26,0.067,0.156
78217,138,155,17,61,87,26,0.067,0.156
78218,140,157,17,63,89,26,0.067,0.156
78219,142,159,17,66,91,25,0.067,0.156
78220,143,160,17,67,92,25,0.067,0.156
78221,147,163,16,71,96,25,0.067,0.156
78222,146,162,16,69,95,26,0.067,0.156
78223,146,163,17,70,95,25,0.067,0.156
78224,147,164,17,71,96,25,0.067,0.156
78225,145,162,17,68,94,26,0.067,0.156
78226,145,162,17,69,94,25,0.067,0.156
78227,145,161,16,68,94,26,0.067,0.156
78228,143,159,16,66,92,26,0.067,0.156
78229,137,154,17,58,85,27,0.067,0.156
78230,136,153,17,57,83,26,0.067,0.156
78231,135,152,17,56,83,27,0.067,0.156
78232,138,155,17,60,87,27,0.067,0.156
78233,137,154,17,59,85,26,0.067,0.156
78234,142,159,17,66,91,25,0.067,0.156
78235,148,164,16,72,97,25,0.067,0.156
78236,145,162,17,68,94,26,0.067,0.156
78237,145,161,16,68,94,26,0.067,0.156
78238,140,157,17,62,88,26,0.067,0.156
78239,139,156,17,61,87,26,0.067,0.156
78240,137,154,17,57,84,27,0.067,0.156
78242,147,164,17,71,96,25,0.067,0.156
78244,142,158,16,65,90,25,0.067,0.156
78245,144,161,17,67,93,26,0.067,0.156
78247,136,153,17,57,84,27,0.067,0.156
78248,135,152,17,56,83,27,0.067,0.156
78249,135,152,17,55,82,27,0.067,0.156
78250,140,157,17,62,89,27,0.067,0.156
78251,142,159,17,65,91,26,0.067,0.156
78252,148,164,16,72,97,25,0.067,0.156
78253,140,157,17,61,88,27,0.067,0.156
78254,137,154,17,58,85,27,0.067,0.156
78255,125,143,18,43,71,28,0.067,0.156
78256,128,146,18,47,74,27,0.067,0.156
78257,129,146,17,47,75,28,0.067,0.156
78258,131,149,18,51,79,28,0.067,0.156
78259,133,150,17,54,81,27,0.067,0.156
78260,127,144,17,46,73,27,0.067,0.156
78261,130,147,17,51,77,26,0.067,0.156
78263,146,163,17,70,95,25,0.067,0.156
78264,149,166,17,73,98,25,0.067,0.156
78266,135,152,17,57,84,27,0.078,0.172
78330,167,183,16,91,116,25,0.133,0.356
78332,168,184,16,94,117,23,0.189,0.517
78335,143,158,15,68,97,29,0.133,0.272
78336,144,160,16,64,96,32,0.133,0.272
78338,179,195,16,99,125,26,0.267,0.478
78339,162,179,17,87,112,25,0.133,0.356
78340,149,166,17,73,102,29,0.117,0.422
78341,169,185,16,92,115,23,0.122,0.333
78342,168,184,16,94,118,24,0.189,0.517
78343,166,182,16,87,114,27,0.133,0.356
78344,166,182,16,88,111,23,0.211,0.328
78349,173,189,16,98,122,24,0.122,0.333
78351,162,179,17,85,111,26,0.133,0.356
78352,157,173,16,82,108,26,0.133,0.272
78353,179,195,16,101,125,24,0.294,0.544
78355,177,192,15,105,128,23,0.294,0.544
78357,166,182,16,89,112,23,0.122,0.333
78358,149,164,15,80,106,26,0.094,0.289
78359,147,164,17,64,97,33,0.133,0.272
78361,172,187,15,95,119,24,0.106,0.300
78362,144,160,16,63,95,32,0.133,0.272
78363,168,185,17,91,117,26,0.217,0.517
78368,159,175,16,79,106,27,0.133,0.272
78369,163,178,15,85,107,22,0.211,0.328
78370,158,174,16,83,109,26,0.133,0.272
78371,164,179,15,86,108,22,0.211,0.328
78372,160,176,16,82,108,26,0.189,0.517
78373,141,156,15,60,92,32,0.133,0.356
78374,144,162,18,59,92,33,0.133,0.272
78375,174,189,15,100,124,24,0.189,0.517
78376,172,188,16,95,119,24,0.122,0.333
78377,154,171,17,76,104,28,0.117,0.422
78379,167,183,16,89,115,26,0.217,0.517
78380,160,177,17,86,112,26,0.133,0.356
78382,148,163,15,79,105,26,0.094,0.289
78383,159,175,16,81,107,26,0.167,0.539
78384,166,183,17,90,114,24,0.122,0.333
78385,172,188,16,96,121,25,0.267,0.478
78387,155,172,17,78,105,27,0.133,0.272
78389,160,176,16,82,109,27,0.089,0.256
78390,152,169,17,72,102,30,0.133,0.272
78391,160,176,16,81,108,27,0.089,0.256
78393,153,170,17,75,103,28,0.117,0.422
78401,147,165,18,64,95,31,0.133,0.356
78402,144,162,18,57,91,34,0.133,0.356
78404,148,165,17,66,97,31,0.133,0.356
78405,148,166,18,66,97,31,0.133,0.356
78406,156,173,17,77,106,29,0.133,0.356
78407,149,167,18,67,97,30,0.133,0.356
78408,150,167,17,67,98,31,0.133,0.356
78409,156,173,17,77,106,29,0.133,0.356
78410,159,175,16,83,110,27,0.133,0.356
78411,148,166,18,66,97,31,0.133,0.356
78412,149,166,17,68,99,31,0.133,0.356
78413,152,169,17,72,102,30,0.133,0.356
78414,151,167,16,72,102,30,0.133,0.356
78415,150,168,18,70,100,30,0.133,0.356
78416,149,167,18,68,99,31,0.133,0.356
78417,153,170,17,73,102,29,0.133,0.356
78418,149,164,15,77,104,27,0.133,0.356
78501,180,196,16,99,123,24,0.178,0.422
78503,181,197,16,100,125,25,0.178,0.422
78504,180,196,16,99,124,25,0.178,0.422
78516,181,197,16,101,125,24,0.178,0.422
78520,180,196,16,101,126,25,0.156,0.406
78521,175,192,17,95,121,26,0.156,0.406
78526,176,192,16,97,122,25,0.156,0.406
78535,175,192,17,97,122,25,0.156,0.406
78536,181,197,16,102,126,24,0.133,0.400
78537,182,197,15,101,126,25,0.178,0.422
78538,181,196,15,100,125,25,0.178,0.422
78539,181,197,16,101,125,24,0.178,0.422
78541,182,198,16,103,127,24,0.178,0.422
78542,181,197,16,102,126,24,0.178,0.422
78543,181,197,16,100,125,25,0.178,0.422
78545,184,198,14,113,134,21,0.133,0.400
78548,186,201,15,107,130,23,0.133,0.400
78549,181,197,16,103,127,24,0.178,0.422
78550,174,190,16,96,122,26,0.156,0.406
78552,176,192,16,97,122,25,0.156,0.406
78557,181,197,16,100,124,24,0.178,0.422
78558,181,197,16,101,126,25,0.178,0.422
78559,178,194,16,97,123,26,0.156,0.406
78560,186,201,15,107,130,23,0.178,0.422
78561,180,196,16,101,126,25,0.139,0.378
78562,180,196,16,98,124,26,0.178,0.422
78563,183,199,16,104,128,24,0.178,0.422
78564,184,197,13,112,133,21,0.133,0.400
78565,186,201,15,107,130,23,0.178,0.422
78566,172,188,16,93,120,27,0.156,0.406
